request_id,created_at,completed_at,caisse,service,request_type,sla_days,processing_days,is_completed,is_success,team_size_fte,productivity_target,within_sla
REQ-00005762,2025-04-11,,Caisse 07,Accidents du travail,Ouverture de droits,10,20.31,False,False,8,22.55,False
REQ-00020028,2025-04-11,2025-04-29 09:07:19.605538079,Caisse 04,Accidents du travail,Mise à jour dossier,10,18.38,True,True,12,37.45,False
REQ-00010124,2025-04-11,2025-04-15 10:15:25.949591055,Caisse 01,Accidents du travail,Demande standard,10,4.43,True,True,15,34.91,True
REQ-00012608,2025-04-11,2025-04-23 07:10:35.260276984,Caisse 07,Indemnités journalières,Réclamation,8,12.3,True,True,20,32.54,False
REQ-00003327,2025-04-11,2025-04-22 11:30:03.747445061,Caisse 05,Remboursements,Réclamation,5,11.48,True,True,27,31.41,False
REQ-00002369,2025-04-11,2025-04-14 20:33:32.036957602,Caisse 05,Affiliation,Demande standard,10,3.86,True,True,19,24.15,True
REQ-00012279,2025-04-11,2025-04-23 05:50:36.407005393,Caisse 07,Remboursements,Ouverture de droits,5,12.24,True,True,22,42.16,False
REQ-00018315,2025-04-11,2025-04-17 08:42:57.401974926,Caisse 02,Complémentaire santé,Ouverture de droits,7,6.36,True,True,13,41.37,True
REQ-00029469,2025-04-11,2025-04-12 12:56:03.354466902,Caisse 01,Remboursements,Mise à jour dossier,5,1.54,True,True,24,32.37,True
REQ-00027558,2025-04-11,2025-04-18 15:44:06.210262400,Caisse 02,Indemnités journalières,Mise à jour dossier,8,7.66,True,True,21,41.01,True
REQ-00020056,2025-04-11,2025-04-13 10:26:02.873755633,Caisse 08,Remboursements,Demande standard,5,2.43,True,True,8,34.28,True
REQ-00023201,2025-04-11,2025-04-26 13:36:13.635041500,Caisse 06,Affiliation,Demande standard,10,15.57,True,True,9,34.95,False
REQ-00003885,2025-04-11,2025-04-15 17:51:13.849523130,Caisse 08,Remboursements,Réclamation,5,4.74,True,True,21,35.63,True
REQ-00017036,2025-04-12,2025-04-14 23:11:06.038257663,Caisse 03,Indemnités journalières,Mise à jour dossier,8,2.97,True,True,17,37.11,True
REQ-00024589,2025-04-12,2025-04-17 00:32:55.600066455,Caisse 06,Affiliation,Demande standard,10,5.02,True,True,27,25.84,True
REQ-00021026,2025-04-12,2025-04-28 23:33:17.327676919,Caisse 06,Indemnités journalières,Réclamation,8,16.98,True,True,29,34.62,False
REQ-00024431,2025-04-12,2025-04-15 02:10:22.039227759,Caisse 06,Remboursements,Mise à jour dossier,5,3.09,True,True,26,26.83,True
REQ-00008329,2025-04-12,2025-04-16 09:20:45.209729924,Caisse 03,Indemnités journalières,Justificatif,8,4.39,True,True,8,35.86,True
REQ-00018402,2025-04-12,2025-04-20 01:33:21.867630088,Caisse 02,Affiliation,Demande standard,10,8.06,True,False,17,34.77,True
REQ-00002095,2025-04-12,2025-04-14 18:14:03.872439358,Caisse 03,Accidents du travail,Demande standard,10,2.76,True,True,16,27.46,True
REQ-00026344,2025-04-12,,Caisse 06,Accidents du travail,Demande standard,10,16.81,False,False,12,43.84,False
REQ-00020825,2025-04-12,2025-05-03 20:19:44.805376093,Caisse 06,Remboursements,Réclamation,5,21.85,True,True,19,32.68,False
REQ-00004143,2025-04-12,2025-04-19 05:30:18.182285190,Caisse 06,Indemnités journalières,Demande standard,8,7.23,True,True,30,30.82,True
REQ-00024892,2025-04-12,2025-04-20 17:02:59.956938294,Caisse 08,Accidents du travail,Demande standard,10,8.71,True,True,25,38.89,True
REQ-00001076,2025-04-12,2025-04-15 16:14:25.345273767,Caisse 01,Remboursements,Demande standard,5,3.68,True,False,18,35.15,True
REQ-00022412,2025-04-12,2025-04-14 16:04:47.748156709,Caisse 01,Indemnités journalières,Mise à jour dossier,8,2.67,True,True,26,33.38,True
REQ-00001936,2025-04-12,2025-04-19 07:11:51.364172472,Caisse 05,Affiliation,Demande standard,10,7.3,True,True,17,32.09,True
REQ-00023792,2025-04-12,2025-04-15 13:28:18.873520343,Caisse 05,Affiliation,Demande standard,10,3.56,True,True,14,33.32,True
REQ-00029450,2025-04-12,2025-04-14 20:42:38.496726783,Caisse 08,Remboursements,Réclamation,5,2.86,True,True,8,28.85,True
REQ-00025060,2025-04-12,2025-04-15 03:39:34.765288522,Caisse 05,Indemnités journalières,Mise à jour dossier,8,3.15,True,True,13,30.19,True
REQ-00016435,2025-04-12,2025-04-15 13:40:26.318575404,Caisse 01,Remboursements,Demande standard,5,3.57,True,True,16,30.38,True
REQ-00020250,2025-04-12,2025-04-12 19:19:45.185889155,Caisse 07,Complémentaire santé,Demande standard,7,0.81,True,True,12,45.43,True
REQ-00009573,2025-04-12,2025-04-16 21:26:46.330777824,Caisse 08,Accidents du travail,Réclamation,10,4.89,True,True,29,30.29,True
REQ-00024305,2025-04-12,2025-04-27 05:26:51.589135717,Caisse 07,Indemnités journalières,Demande standard,8,15.23,True,True,10,23.17,False
REQ-00001556,2025-04-12,2025-04-12 17:52:27.395505197,Caisse 07,Indemnités journalières,Réclamation,8,0.74,True,True,9,42.72,True
REQ-00016456,2025-04-12,2025-04-23 09:49:04.442632455,Caisse 01,Accidents du travail,Réclamation,10,11.41,True,False,18,28.17,False
REQ-00010609,2025-04-12,2025-04-15 00:56:17.378947838,Caisse 01,Accidents du travail,Mise à jour dossier,10,3.04,True,False,22,32.88,True
REQ-00001778,2025-04-12,2025-04-15 22:12:54.849056774,Caisse 04,Remboursements,Demande standard,5,3.93,True,True,18,32.52,True
REQ-00029270,2025-04-12,2025-04-12 16:36:40.489556428,Caisse 08,Affiliation,Demande standard,10,0.69,True,True,11,31.21,True
REQ-00006748,2025-04-12,2025-04-22 15:11:17.483436939,Caisse 02,Complémentaire santé,Demande standard,7,10.63,True,True,8,39.13,False
REQ-00005042,2025-04-12,2025-04-27 20:05:41.202256905,Caisse 02,Indemnités journalières,Demande standard,8,15.84,True,False,24,32.15,False
REQ-00026871,2025-04-12,2025-04-15 03:27:14.997281440,Caisse 01,Remboursements,Ouverture de droits,5,3.14,True,True,27,34.8,True
REQ-00004220,2025-04-12,2025-04-17 01:55:44.817982965,Caisse 08,Remboursements,Demande standard,5,5.08,True,False,23,39.72,False
REQ-00001487,2025-04-12,2025-04-20 15:33:27.162843854,Caisse 02,Affiliation,Demande standard,10,8.65,True,True,14,33.54,True
REQ-00009146,2025-04-12,2025-04-14 02:52:48.228644899,Caisse 02,Affiliation,Mise à jour dossier,10,2.12,True,True,26,23.33,True
REQ-00007745,2025-04-12,2025-04-15 18:10:18.124608432,Caisse 03,Accidents du travail,Demande standard,10,3.76,True,True,21,35.7,True
REQ-00021999,2025-04-12,2025-04-18 22:33:17.030705040,Caisse 04,Indemnités journalières,Ouverture de droits,8,6.94,True,True,8,30.45,True
REQ-00019997,2025-04-12,2025-04-18 20:37:18.695587365,Caisse 08,Accidents du travail,Demande standard,10,6.86,True,True,20,33.13,True
REQ-00008820,2025-04-12,2025-04-14 14:02:10.673470256,Caisse 07,Complémentaire santé,Ouverture de droits,7,2.58,True,True,24,29.44,True
REQ-00020178,2025-04-12,2025-04-21 11:07:02.997278644,Caisse 04,Complémentaire santé,Demande standard,7,9.46,True,True,29,29.83,False
REQ-00019306,2025-04-12,2025-04-15 02:16:58.952887098,Caisse 04,Complémentaire santé,Demande standard,7,3.1,True,True,22,41.84,True
REQ-00016682,2025-04-12,2025-04-18 13:00:09.847583271,Caisse 08,Indemnités journalières,Demande standard,8,6.54,True,True,25,43.14,True
REQ-00028343,2025-04-12,2025-04-19 21:27:38.639765016,Caisse 04,Accidents du travail,Demande standard,10,7.89,True,True,10,38.72,True
REQ-00018338,2025-04-12,2025-04-20 03:27:20.226589272,Caisse 08,Accidents du travail,Ouverture de droits,10,8.14,True,True,10,39.71,True
REQ-00002720,2025-04-12,2025-04-13 23:57:07.430411070,Caisse 07,Remboursements,Justificatif,5,2.0,True,True,10,32.16,True
REQ-00026964,2025-04-12,2025-04-18 09:53:35.179794162,Caisse 01,Indemnités journalières,Demande standard,8,6.41,True,True,11,38.83,True
REQ-00014378,2025-04-12,2025-04-19 11:57:42.372877397,Caisse 06,Affiliation,Ouverture de droits,10,7.5,True,True,8,33.31,True
REQ-00026493,2025-04-12,2025-04-21 13:25:44.778288311,Caisse 08,Accidents du travail,Réclamation,10,9.56,True,True,28,40.11,True
REQ-00010816,2025-04-12,2025-04-23 05:53:27.609493110,Caisse 06,Indemnités journalières,Mise à jour dossier,8,11.25,True,False,17,39.4,False
REQ-00002433,2025-04-12,2025-04-19 03:37:49.204865236,Caisse 04,Indemnités journalières,Demande standard,8,7.15,True,True,19,41.76,True
REQ-00014345,2025-04-12,2025-04-18 15:39:34.790653739,Caisse 04,Affiliation,Ouverture de droits,10,6.65,True,True,29,24.87,True
REQ-00022586,2025-04-12,2025-04-15 13:04:05.320429268,Caisse 03,Complémentaire santé,Demande standard,7,3.54,True,True,14,44.83,True
REQ-00009327,2025-04-12,2025-04-15 15:52:03.018647899,Caisse 01,Indemnités journalières,Réclamation,8,3.66,True,True,23,36.52,True
REQ-00010214,2025-04-13,2025-04-19 19:16:48.039120819,Caisse 08,Remboursements,Justificatif,5,6.8,True,True,13,36.75,False
REQ-00027262,2025-04-13,2025-04-16 08:54:57.050414542,Caisse 06,Indemnités journalières,Ouverture de droits,8,3.37,True,True,21,30.5,True
REQ-00027511,2025-04-13,2025-04-20 04:37:49.269940639,Caisse 03,Indemnités journalières,Demande standard,8,7.19,True,True,13,31.39,True
REQ-00014320,2025-04-13,2025-04-18 14:28:12.454481896,Caisse 04,Indemnités journalières,Demande standard,8,5.6,True,True,10,40.44,True
REQ-00011354,2025-04-13,2025-04-19 16:25:27.054780591,Caisse 03,Accidents du travail,Ouverture de droits,10,6.68,True,True,18,35.64,True
REQ-00007068,2025-04-13,2025-05-02 03:35:22.395704657,Caisse 07,Accidents du travail,Ouverture de droits,10,19.15,True,False,9,43.85,False
REQ-00011247,2025-04-13,2025-04-19 02:54:31.951217877,Caisse 03,Remboursements,Demande standard,5,6.12,True,True,13,39.73,False
REQ-00022077,2025-04-13,2025-04-22 10:24:13.449857938,Caisse 03,Accidents du travail,Demande standard,10,9.43,True,True,18,38.78,True
REQ-00000041,2025-04-13,2025-04-16 04:45:21.805592518,Caisse 04,Remboursements,Mise à jour dossier,5,3.2,True,True,20,34.1,True
REQ-00013843,2025-04-13,2025-04-17 17:43:03.262946894,Caisse 06,Indemnités journalières,Demande standard,8,4.74,True,True,26,32.99,True
REQ-00006127,2025-04-13,2025-04-13 23:58:06.845876359,Caisse 06,Complémentaire santé,Demande standard,7,1.0,True,True,18,39.22,True
REQ-00023076,2025-04-13,2025-04-24 20:37:56.611508793,Caisse 08,Indemnités journalières,Justificatif,8,11.86,True,True,15,25.06,False
REQ-00019996,2025-04-13,2025-04-23 12:09:08.164638164,Caisse 06,Affiliation,Ouverture de droits,10,10.51,True,True,11,33.61,False
REQ-00008934,2025-04-13,2025-04-16 00:33:07.117458088,Caisse 02,Affiliation,Réclamation,10,3.02,True,True,19,33.75,True
REQ-00001596,2025-04-13,2025-04-17 22:49:34.888101067,Caisse 05,Remboursements,Ouverture de droits,5,4.95,True,True,19,26.76,True
REQ-00001850,2025-04-13,2025-04-20 11:56:42.045463884,Caisse 04,Remboursements,Réclamation,5,7.5,True,True,18,37.17,False
REQ-00016281,2025-04-13,2025-04-22 09:12:47.749385456,Caisse 04,Complémentaire santé,Ouverture de droits,7,9.38,True,False,15,44.71,False
REQ-00019081,2025-04-13,2025-04-27 05:11:02.585228735,Caisse 02,Indemnités journalières,Demande standard,8,14.22,True,True,18,39.94,False
REQ-00007737,2025-04-13,2025-04-25 20:16:28.763214294,Caisse 04,Indemnités journalières,Réclamation,8,12.84,True,False,17,37.14,False
REQ-00021262,2025-04-13,2025-04-16 19:57:51.992650673,Caisse 08,Indemnités journalières,Demande standard,8,3.83,True,False,14,32.29,True
REQ-00000532,2025-04-13,2025-04-21 12:15:49.691021472,Caisse 07,Accidents du travail,Demande standard,10,8.51,True,True,25,39.43,True
REQ-00006470,2025-04-13,,Caisse 04,Indemnités journalières,Réclamation,8,16.33,False,False,30,23.64,False
REQ-00023343,2025-04-13,2025-04-24 22:42:09.304335973,Caisse 05,Affiliation,Justificatif,10,11.95,True,True,26,34.54,False
REQ-00010387,2025-04-13,2025-04-19 00:21:11.137820852,Caisse 05,Affiliation,Demande standard,10,6.01,True,True,30,36.58,True
REQ-00026524,2025-04-13,2025-04-16 16:18:49.157878651,Caisse 08,Indemnités journalières,Ouverture de droits,8,3.68,True,True,26,30.55,True
REQ-00001637,2025-04-13,2025-04-17 12:56:18.967160621,Caisse 08,Accidents du travail,Réclamation,10,4.54,True,True,16,27.49,True
REQ-00026959,2025-04-13,2025-04-24 16:11:07.240570287,Caisse 04,Accidents du travail,Demande standard,10,11.67,True,True,11,39.61,False
REQ-00023171,2025-04-13,2025-04-15 00:51:48.979483490,Caisse 01,Affiliation,Demande standard,10,2.04,True,True,27,30.07,True
REQ-00026366,2025-04-13,2025-04-13 18:38:13.192816940,Caisse 08,Remboursements,Mise à jour dossier,5,0.78,True,True,22,33.62,True
REQ-00004583,2025-04-13,2025-04-14 17:51:38.199705615,Caisse 02,Indemnités journalières,Justificatif,8,1.74,True,True,11,39.41,True
REQ-00027086,2025-04-13,2025-04-15 02:14:22.165539627,Caisse 07,Complémentaire santé,Réclamation,7,2.09,True,True,19,29.97,True
REQ-00006303,2025-04-13,2025-04-16 01:03:59.852829268,Caisse 01,Remboursements,Ouverture de droits,5,3.04,True,True,26,38.67,True
REQ-00007520,2025-04-13,2025-04-15 14:54:06.166171886,Caisse 05,Remboursements,Demande standard,5,2.62,True,True,15,34.23,True
REQ-00024411,2025-04-13,2025-04-16 21:24:40.820559114,Caisse 06,Indemnités journalières,Mise à jour dossier,8,3.89,True,True,28,39.04,True
REQ-00023529,2025-04-13,2025-04-17 06:22:25.044078659,Caisse 08,Remboursements,Justificatif,5,4.27,True,True,13,41.97,True
REQ-00011389,2025-04-13,2025-04-18 22:21:15.144722003,Caisse 04,Remboursements,Demande standard,5,5.93,True,True,19,40.44,False
REQ-00001941,2025-04-13,2025-04-15 18:22:47.387098191,Caisse 02,Accidents du travail,Mise à jour dossier,10,2.77,True,True,17,39.15,True
REQ-00019105,2025-04-13,,Caisse 05,Remboursements,Demande standard,5,3.38,False,False,17,30.69,False
REQ-00000350,2025-04-13,2025-04-17 05:46:11.249854924,Caisse 01,Remboursements,Réclamation,5,4.24,True,True,27,33.85,True
REQ-00000623,2025-04-13,,Caisse 08,Remboursements,Mise à jour dossier,5,2.48,False,False,10,35.22,False
REQ-00022398,2025-04-13,2025-05-07 17:25:08.758191264,Caisse 05,Affiliation,Demande standard,10,24.73,True,True,26,28.95,False
REQ-00017398,2025-04-13,2025-04-19 02:04:19.616184235,Caisse 03,Indemnités journalières,Réclamation,8,6.09,True,True,9,40.36,True
REQ-00003271,2025-04-13,2025-04-19 19:43:34.350701194,Caisse 02,Indemnités journalières,Justificatif,8,6.82,True,True,11,40.87,True
REQ-00028755,2025-04-13,2025-04-14 15:55:09.021028247,Caisse 07,Remboursements,Demande standard,5,1.66,True,True,30,24.93,True
REQ-00022806,2025-04-13,2025-04-14 10:09:10.213659527,Caisse 04,Affiliation,Ouverture de droits,10,1.42,True,True,24,33.52,True
REQ-00021879,2025-04-13,2025-04-15 23:07:52.005095224,Caisse 08,Remboursements,Demande standard,5,2.96,True,True,8,33.83,True
REQ-00007441,2025-04-13,2025-04-16 08:06:05.944369878,Caisse 06,Indemnités journalières,Demande standard,8,3.34,True,True,21,30.29,True
REQ-00002596,2025-04-14,2025-04-23 23:27:13.249175094,Caisse 07,Remboursements,Demande standard,5,9.98,True,True,30,34.01,False
REQ-00014653,2025-04-14,2025-04-19 02:08:23.618719083,Caisse 05,Accidents du travail,Ouverture de droits,10,5.09,True,True,28,40.49,True
REQ-00017516,2025-04-14,2025-04-25 17:21:52.952078344,Caisse 05,Remboursements,Demande standard,5,11.72,True,True,23,41.69,False
REQ-00005620,2025-04-14,2025-04-21 18:29:20.004451728,Caisse 08,Remboursements,Mise à jour dossier,5,7.77,True,True,29,36.71,False
REQ-00023355,2025-04-14,,Caisse 02,Accidents du travail,Mise à jour dossier,10,32.13,False,False,29,27.84,False
REQ-00005176,2025-04-14,2025-04-22 11:19:14.373512348,Caisse 01,Accidents du travail,Ouverture de droits,10,8.47,True,True,20,33.08,True
REQ-00004367,2025-04-14,2025-04-22 07:59:36.651418661,Caisse 06,Indemnités journalières,Demande standard,8,8.33,True,True,8,27.99,False
REQ-00014070,2025-04-14,2025-04-20 06:14:49.692845777,Caisse 05,Remboursements,Réclamation,5,6.26,True,True,28,32.99,False
REQ-00022234,2025-04-14,2025-04-21 00:06:35.822969326,Caisse 01,Affiliation,Demande standard,10,7.0,True,True,21,33.25,True
REQ-00027115,2025-04-14,2025-04-18 16:02:05.021296137,Caisse 01,Complémentaire santé,Demande standard,7,4.67,True,True,13,31.46,True
REQ-00013227,2025-04-14,2025-04-24 21:42:29.325708126,Caisse 05,Accidents du travail,Justificatif,10,10.9,True,True,29,35.72,False
REQ-00013414,2025-04-14,2025-04-17 03:12:52.978617169,Caisse 01,Affiliation,Demande standard,10,3.13,True,True,17,33.22,True
REQ-00008748,2025-04-14,2025-04-17 06:07:45.708958237,Caisse 08,Indemnités journalières,Demande standard,8,3.26,True,True,22,36.69,True
REQ-00023598,2025-04-14,2025-04-23 09:36:52.422102495,Caisse 08,Affiliation,Réclamation,10,9.4,True,True,20,40.17,True
REQ-00012490,2025-04-14,2025-04-20 22:19:01.731339816,Caisse 01,Accidents du travail,Demande standard,10,6.93,True,True,8,40.87,True
REQ-00019738,2025-04-14,2025-04-22 16:15:32.439062784,Caisse 06,Affiliation,Demande standard,10,8.68,True,True,25,39.71,True
REQ-00015323,2025-04-14,2025-04-21 06:41:26.673249298,Caisse 04,Indemnités journalières,Demande standard,8,7.28,True,True,23,34.18,True
REQ-00005381,2025-04-14,2025-04-16 09:09:31.253254773,Caisse 05,Affiliation,Mise à jour dossier,10,2.38,True,True,10,36.36,True
REQ-00015048,2025-04-14,2025-05-01 10:32:44.427171739,Caisse 01,Accidents du travail,Mise à jour dossier,10,17.44,True,False,8,27.42,False
REQ-00024228,2025-04-14,2025-04-14 20:59:53.973614904,Caisse 02,Remboursements,Demande standard,5,0.87,True,True,13,36.13,True
REQ-00017743,2025-04-14,2025-04-22 12:41:54.880065810,Caisse 07,Indemnités journalières,Demande standard,8,8.53,True,True,13,30.42,False
REQ-00024941,2025-04-14,2025-04-21 22:58:51.861657884,Caisse 03,Indemnités journalières,Justificatif,8,7.96,True,True,10,38.65,True
REQ-00000187,2025-04-14,2025-04-19 09:07:09.336284803,Caisse 07,Indemnités journalières,Demande standard,8,5.38,True,True,8,28.22,True
REQ-00024633,2025-04-14,2025-04-16 17:16:56.551463267,Caisse 02,Complémentaire santé,Demande standard,7,2.72,True,True,28,29.94,True
REQ-00010008,2025-04-14,2025-04-26 20:45:09.458742795,Caisse 02,Accidents du travail,Demande standard,10,12.86,True,True,20,35.12,False
REQ-00022669,2025-04-14,2025-04-27 06:47:30.508343894,Caisse 05,Complémentaire santé,Réclamation,7,13.28,True,True,28,36.42,False
REQ-00000168,2025-04-14,2025-05-03 01:29:47.558125645,Caisse 01,Affiliation,Demande standard,10,19.06,True,True,20,42.79,False
REQ-00000467,2025-04-14,2025-05-01 09:39:34.209023256,Caisse 05,Accidents du travail,Ouverture de droits,10,17.4,True,False,16,33.61,False
REQ-00001078,2025-04-14,2025-04-17 16:05:38.027227162,Caisse 07,Remboursements,Mise à jour dossier,5,3.67,True,True,10,38.38,True
REQ-00008377,2025-04-14,2025-05-02 11:21:43.623554662,Caisse 08,Accidents du travail,Demande standard,10,18.47,True,True,18,33.03,False
REQ-00017377,2025-04-14,2025-04-18 11:42:52.434088032,Caisse 08,Complémentaire santé,Demande standard,7,4.49,True,True,14,24.45,True
REQ-00004379,2025-04-14,2025-04-23 00:52:12.242879333,Caisse 06,Affiliation,Demande standard,10,9.04,True,True,22,35.45,True
REQ-00011750,2025-04-14,2025-04-17 00:35:39.365586407,Caisse 06,Indemnités journalières,Mise à jour dossier,8,3.02,True,True,24,37.66,True
REQ-00020137,2025-04-14,2025-04-23 17:22:53.597020575,Caisse 02,Affiliation,Demande standard,10,9.72,True,True,15,33.55,True
REQ-00016227,2025-04-14,2025-04-16 21:03:05.212501914,Caisse 01,Indemnités journalières,Demande standard,8,2.88,True,True,11,35.91,True
REQ-00005392,2025-04-14,2025-04-22 09:49:48.407254691,Caisse 04,Complémentaire santé,Mise à jour dossier,7,8.41,True,True,29,37.06,False
REQ-00011479,2025-04-15,2025-04-16 11:01:16.449887343,Caisse 06,Complémentaire santé,Ouverture de droits,7,1.46,True,True,10,33.49,True
REQ-00011014,2025-04-15,2025-04-24 20:40:48.101355445,Caisse 07,Accidents du travail,Demande standard,10,9.86,True,True,28,23.4,True
REQ-00024134,2025-04-15,2025-04-19 09:16:43.768915651,Caisse 05,Complémentaire santé,Mise à jour dossier,7,4.39,True,True,12,36.38,True
REQ-00026204,2025-04-15,2025-04-20 08:58:13.562791596,Caisse 03,Indemnités journalières,Demande standard,8,5.37,True,True,8,37.65,True
REQ-00029692,2025-04-15,2025-04-22 06:35:20.095038873,Caisse 04,Affiliation,Demande standard,10,7.27,True,True,22,28.65,True
REQ-00012539,2025-04-15,2025-04-21 21:20:10.466035851,Caisse 04,Remboursements,Demande standard,5,6.89,True,True,14,31.58,False
REQ-00017932,2025-04-15,2025-04-19 17:10:56.185648032,Caisse 01,Complémentaire santé,Demande standard,7,4.72,True,True,20,33.18,True
REQ-00025989,2025-04-15,2025-04-16 12:47:07.122243082,Caisse 04,Remboursements,Ouverture de droits,5,1.53,True,False,27,27.53,True
REQ-00005888,2025-04-15,2025-04-17 11:32:01.195783607,Caisse 07,Remboursements,Demande standard,5,2.48,True,True,29,18.58,True
REQ-00016492,2025-04-15,2025-04-23 03:28:12.982694675,Caisse 02,Accidents du travail,Demande standard,10,8.14,True,True,26,35.72,True
REQ-00014967,2025-04-15,2025-04-20 02:21:43.660874364,Caisse 03,Remboursements,Demande standard,5,5.1,True,True,26,32.99,False
REQ-00010122,2025-04-15,,Caisse 01,Complémentaire santé,Mise à jour dossier,7,0.47,False,False,20,27.3,False
REQ-00019242,2025-04-15,2025-04-17 21:46:20.501411891,Caisse 05,Affiliation,Demande standard,10,2.91,True,True,27,34.74,True
REQ-00005450,2025-04-15,2025-04-16 18:34:02.820356296,Caisse 03,Remboursements,Ouverture de droits,5,1.77,True,True,25,37.38,True
REQ-00007470,2025-04-15,2025-04-18 22:11:19.469787552,Caisse 07,Remboursements,Mise à jour dossier,5,3.92,True,True,14,35.92,True
REQ-00003559,2025-04-15,2025-04-20 23:15:42.698474092,Caisse 02,Remboursements,Demande standard,5,5.97,True,True,18,35.57,False
REQ-00000703,2025-04-15,2025-04-18 11:03:28.290081473,Caisse 04,Remboursements,Demande standard,5,3.46,True,True,9,35.77,True
REQ-00027372,2025-04-15,,Caisse 06,Affiliation,Demande standard,10,4.09,False,False,16,26.41,False
REQ-00023329,2025-04-15,2025-04-20 13:48:46.364222387,Caisse 08,Indemnités journalières,Mise à jour dossier,8,5.58,True,True,19,31.62,True
REQ-00022778,2025-04-15,2025-04-17 04:06:18.514751227,Caisse 01,Indemnités journalières,Mise à jour dossier,8,2.17,True,False,14,30.58,True
REQ-00003690,2025-04-15,2025-04-18 06:10:18.078013032,Caisse 04,Indemnités journalières,Demande standard,8,3.26,True,True,11,34.44,True
REQ-00028021,2025-04-15,2025-04-24 07:23:40.694775296,Caisse 07,Indemnités journalières,Réclamation,8,9.31,True,True,19,30.15,False
REQ-00027498,2025-04-15,2025-04-21 07:23:28.346515566,Caisse 06,Indemnités journalières,Demande standard,8,6.31,True,True,22,37.13,True
REQ-00012487,2025-04-15,2025-04-17 08:44:15.776102014,Caisse 08,Complémentaire santé,Demande standard,7,2.36,True,True,20,33.9,True
REQ-00013622,2025-04-15,2025-04-18 10:40:34.462464332,Caisse 06,Indemnités journalières,Réclamation,8,3.44,True,True,26,39.06,True
REQ-00002328,2025-04-15,2025-04-17 04:24:57.098823563,Caisse 03,Remboursements,Demande standard,5,2.18,True,True,21,38.38,True
REQ-00011893,2025-04-15,2025-04-17 05:09:15.271081629,Caisse 01,Indemnités journalières,Ouverture de droits,8,2.21,True,True,15,46.61,True
REQ-00009395,2025-04-15,2025-04-17 15:38:32.386560601,Caisse 06,Remboursements,Demande standard,5,2.65,True,True,21,36.36,True
REQ-00023437,2025-04-15,2025-04-26 22:52:33.840471956,Caisse 06,Indemnités journalières,Justificatif,8,11.95,True,False,21,31.91,False
REQ-00009418,2025-04-15,2025-04-17 09:19:44.006754293,Caisse 06,Remboursements,Réclamation,5,2.39,True,True,25,30.92,True
REQ-00016572,2025-04-15,2025-04-19 13:07:54.552519837,Caisse 02,Indemnités journalières,Justificatif,8,4.55,True,True,19,35.21,True
REQ-00011281,2025-04-15,2025-04-22 16:12:03.845169835,Caisse 04,Accidents du travail,Mise à jour dossier,10,7.68,True,True,26,25.79,True
REQ-00014805,2025-04-15,2025-04-16 17:02:56.063038920,Caisse 06,Remboursements,Mise à jour dossier,5,1.71,True,True,21,33.45,True
REQ-00006461,2025-04-15,2025-04-16 09:43:44.779694675,Caisse 06,Indemnités journalières,Demande standard,8,1.41,True,True,25,24.95,True
REQ-00026521,2025-04-15,2025-04-23 16:06:13.017836468,Caisse 08,Complémentaire santé,Mise à jour dossier,7,8.67,True,True,14,30.65,False
REQ-00019719,2025-04-15,2025-04-21 09:23:58.562723034,Caisse 05,Affiliation,Justificatif,10,6.39,True,True,9,27.8,True
REQ-00014173,2025-04-15,2025-04-21 00:42:56.545174105,Caisse 04,Remboursements,Demande standard,5,6.03,True,True,20,34.54,False
REQ-00009994,2025-04-15,2025-04-16 10:39:55.028212928,Caisse 04,Indemnités journalières,Mise à jour dossier,8,1.44,True,False,23,33.15,True
REQ-00015253,2025-04-15,2025-04-22 11:01:09.260687467,Caisse 06,Indemnités journalières,Mise à jour dossier,8,7.46,True,True,20,34.06,True
REQ-00028750,2025-04-15,2025-04-26 20:46:02.528211892,Caisse 02,Remboursements,Demande standard,5,11.87,True,True,15,33.03,False
REQ-00023989,2025-04-15,2025-04-19 00:19:52.770902289,Caisse 06,Remboursements,Demande standard,5,4.01,True,True,18,37.01,True
REQ-00028974,2025-04-15,2025-04-15 19:09:54.317496692,Caisse 05,Indemnités journalières,Demande standard,8,0.8,True,True,30,35.42,True
REQ-00021045,2025-04-15,2025-04-21 10:46:57.447889950,Caisse 03,Complémentaire santé,Mise à jour dossier,7,6.45,True,True,9,36.99,True
REQ-00002200,2025-04-15,2025-04-21 14:14:40.600109454,Caisse 05,Accidents du travail,Demande standard,10,6.59,True,True,11,33.83,True
REQ-00024171,2025-04-15,2025-04-18 11:00:14.855904538,Caisse 03,Accidents du travail,Demande standard,10,3.46,True,True,10,32.34,True
REQ-00015882,2025-04-15,2025-04-17 11:06:29.689998690,Caisse 05,Accidents du travail,Mise à jour dossier,10,2.46,True,True,22,37.95,True
REQ-00008161,2025-04-15,2025-04-18 12:22:35.700486283,Caisse 06,Indemnités journalières,Demande standard,8,3.52,True,True,23,31.21,True
REQ-00002297,2025-04-15,2025-04-19 15:51:48.135224465,Caisse 03,Remboursements,Demande standard,5,4.66,True,True,18,29.21,True
REQ-00010410,2025-04-16,2025-04-25 09:18:45.943789118,Caisse 04,Accidents du travail,Demande standard,10,9.39,True,True,12,32.01,True
REQ-00026722,2025-04-16,2025-05-01 13:03:14.667407026,Caisse 02,Affiliation,Ouverture de droits,10,15.54,True,True,19,41.6,False
